id,year,date.entered,date.peaked,week,rank
1,2000,2000-09-23,2000-11-18,45,
1,2000,2000-09-23,2000-11-18,46,
1,2000,2000-09-23,2000-11-18,47,
1,2000,2000-09-23,2000-11-18,48,
1,2000,2000-09-23,2000-11-18,49,
1,2000,2000-09-23,2000-11-18,50,
1,2000,2000-09-23,2000-11-18,51,
1,2000,2000-09-23,2000-11-18,52,
1,2000,2000-09-23,2000-11-18,53,
1,2000,2000-09-23,2000-11-18,54,
1,2000,2000-09-23,2000-11-18,55,
1,2000,2000-09-23,2000-11-18,56,
1,2000,2000-09-23,2000-11-18,57,
1,2000,2000-09-23,2000-11-18,58,
1,2000,2000-09-23,2000-11-18,59,
1,2000,2000-09-23,2000-11-18,60,
1,2000,2000-09-23,2000-11-18,61,
1,2000,2000-09-23,2000-11-18,62,
1,2000,2000-09-23,2000-11-18,63,
1,2000,2000-09-23,2000-11-18,64,
1,2000,2000-09-23,2000-11-18,65,
1,2000,2000-09-23,2000-11-18,66,
1,2000,2000-09-23,2000-11-18,67,
1,2000,2000-09-23,2000-11-18,68,
1,2000,2000-09-23,2000-11-18,69,
1,2000,2000-09-23,2000-11-18,70,
1,2000,2000-09-23,2000-11-18,71,
1,2000,2000-09-23,2000-11-18,72,
1,2000,2000-09-23,2000-11-18,73,
1,2000,2000-09-23,2000-11-18,74,
1,2000,2000-09-23,2000-11-18,75,
1,2000,2000-09-23,2000-11-18,76,
2,2000,2000-02-12,2000-04-08,1,15.0
2,2000,2000-02-12,2000-04-08,2,8.0
2,2000,2000-02-12,2000-04-08,3,6.0
2,2000,2000-02-12,2000-04-08,4,5.0
2,2000,2000-02-12,2000-04-08,5,2.0
2,2000,2000-02-12,2000-04-08,6,3.0
2,2000,2000-02-12,2000-04-08,7,2.0
2,2000,2000-02-12,2000-04-08,8,2.0
2,2000,2000-02-12,2000-04-08,9,1.0
2,2000,2000-02-12,2000-04-08,10,1.0
2,2000,2000-02-12,2000-04-08,11,1.0
2,2000,2000-02-12,2000-04-08,12,1.0
2,2000,2000-02-12,2000-04-08,13,1.0
2,2000,2000-02-12,2000-04-08,14,1.0
2,2000,2000-02-12,2000-04-08,15,1.0
2,2000,2000-02-12,2000-04-08,16,1.0
2,2000,2000-02-12,2000-04-08,17,1.0
2,2000,2000-02-12,2000-04-08,18,1.0
2,2000,2000-02-12,2000-04-08,19,8.0
2,2000,2000-02-12,2000-04-08,20,15.0
2,2000,2000-02-12,2000-04-08,21,19.0
2,2000,2000-02-12,2000-04-08,22,21.0
2,2000,2000-02-12,2000-04-08,23,26.0
2,2000,2000-02-12,2000-04-08,24,36.0
2,2000,2000-02-12,2000-04-08,25,48.0
2,2000,2000-02-12,2000-04-08,26,47.0
2,2000,2000-02-12,2000-04-08,27,
2,2000,2000-02-12,2000-04-08,28,
2,2000,2000-02-12,2000-04-08,29,
2,2000,2000-02-12,2000-04-08,30,
2,2000,2000-02-12,2000-04-08,31,
2,2000,2000-02-12,2000-04-08,32,
2,2000,2000-02-12,2000-04-08,33,
2,2000,2000-02-12,2000-04-08,34,
2,2000,2000-02-12,2000-04-08,35,
2,2000,2000-02-12,2000-04-08,36,
2,2000,2000-02-12,2000-04-08,37,
2,2000,2000-02-12,2000-04-08,38,
2,2000,2000-02-12,2000-04-08,39,
2,2000,2000-02-12,2000-04-08,40,
2,2000,2000-02-12,2000-04-08,41,
2,2000,2000-02-12,2000-04-08,42,
2,2000,2000-02-12,2000-04-08,43,
2,2000,2000-02-12,2000-04-08,44,
2,2000,2000-02-12,2000-04-08,45,
2,2000,2000-02-12,2000-04-08,46,
2,2000,2000-02-12,2000-04-08,47,
2,2000,2000-02-12,2000-04-08,48,
2,2000,2000-02-12,2000-04-08,49,
2,2000,2000-02-12,2000-04-08,50,
2,2000,2000-02-12,2000-04-08,51,
2,2000,2000-02-12,2000-04-08,52,
2,2000,2000-02-12,2000-04-08,53,
2,2000,2000-02-12,2000-04-08,54,
2,2000,2000-02-12,2000-04-08,55,
2,2000,2000-02-12,2000-04-08,56,
2,2000,2000-02-12,2000-04-08,57,
2,2000,2000-02-12,2000-04-08,58,
2,2000,2000-02-12,2000-04-08,59,
2,2000,2000-02-12,2000-04-08,60,
2,2000,2000-02-12,2000-04-08,61,
2,2000,2000-02-12,2000-04-08,62,
2,2000,2000-02-12,2000-04-08,63,
2,2000,2000-02-12,2000-04-08,64,
2,2000,2000-02-12,2000-04-08,65,
2,2000,2000-02-12,2000-04-08,66,
2,2000,2000-02-12,2000-04-08,67,
2,2000,2000-02-12,2000-04-08,68,
2,2000,2000-02-12,2000-04-08,69,
2,2000,2000-02-12,2000-04-08,70,
2,2000,2000-02-12,2000-04-08,71,
2,2000,2000-02-12,2000-04-08,72,
2,2000,2000-02-12,2000-04-08,73,
2,2000,2000-02-12,2000-04-08,74,
2,2000,2000-02-12,2000-04-08,75,
2,2000,2000-02-12,2000-04-08,76,
3,2000,1999-10-23,2000-01-29,1,71.0
3,2000,1999-10-23,2000-01-29,2,48.0
3,2000,1999-10-23,2000-01-29,3,43.0
3,2000,1999-10-23,2000-01-29,4,31.0
3,2000,1999-10-23,2000-01-29,5,20.0
3,2000,1999-10-23,2000-01-29,6,13.0
3,2000,1999-10-23,2000-01-29,7,7.0
3,2000,1999-10-23,2000-01-29,8,6.0
3,2000,1999-10-23,2000-01-29,9,4.0
3,2000,1999-10-23,2000-01-29,10,4.0
3,2000,1999-10-23,2000-01-29,11,4.0
3,2000,1999-10-23,2000-01-29,12,6.0
3,2000,1999-10-23,2000-01-29,13,4.0
3,2000,1999-10-23,2000-01-29,14,2.0
3,2000,1999-10-23,2000-01-29,15,1.0
3,2000,1999-10-23,2000-01-29,16,1.0
3,2000,1999-10-23,2000-01-29,17,1.0
3,2000,1999-10-23,2000-01-29,18,2.0
3,2000,1999-10-23,2000-01-29,19,1.0
3,2000,1999-10-23,2000-01-29,20,2.0
3,2000,1999-10-23,2000-01-29,21,4.0
3,2000,1999-10-23,2000-01-29,22,8.0
3,2000,1999-10-23,2000-01-29,23,8.0
3,2000,1999-10-23,2000-01-29,24,12.0
3,2000,1999-10-23,2000-01-29,25,14.0
3,2000,1999-10-23,2000-01-29,26,17.0
3,2000,1999-10-23,2000-01-29,27,21.0
3,2000,1999-10-23,2000-01-29,28,24.0
3,2000,1999-10-23,2000-01-29,29,30.0
3,2000,1999-10-23,2000-01-29,30,34.0
3,2000,1999-10-23,2000-01-29,31,37.0
3,2000,1999-10-23,2000-01-29,32,46.0
3,2000,1999-10-23,2000-01-29,33,47.0
3,2000,1999-10-23,2000-01-29,34,
3,2000,1999-10-23,2000-01-29,35,
3,2000,1999-10-23,2000-01-29,36,
3,2000,1999-10-23,2000-01-29,37,
3,2000,1999-10-23,2000-01-29,38,
3,2000,1999-10-23,2000-01-29,39,
3,2000,1999-10-23,2000-01-29,40,
3,2000,1999-10-23,2000-01-29,41,
3,2000,1999-10-23,2000-01-29,42,
3,2000,1999-10-23,2000-01-29,43,
3,2000,1999-10-23,2000-01-29,44,
3,2000,1999-10-23,2000-01-29,45,
3,2000,1999-10-23,2000-01-29,46,
3,2000,1999-10-23,2000-01-29,47,
3,2000,1999-10-23,2000-01-29,48,
3,2000,1999-10-23,2000-01-29,49,
3,2000,1999-10-23,2000-01-29,50,
3,2000,1999-10-23,2000-01-29,51,
3,2000,1999-10-23,2000-01-29,52,
3,2000,1999-10-23,2000-01-29,53,
3,2000,1999-10-23,2000-01-29,54,
3,2000,1999-10-23,2000-01-29,55,
3,2000,1999-10-23,2000-01-29,56,
3,2000,1999-10-23,2000-01-29,57,
3,2000,1999-10-23,2000-01-29,58,
3,2000,1999-10-23,2000-01-29,59,
3,2000,1999-10-23,2000-01-29,60,
3,2000,1999-10-23,2000-01-29,61,
3,2000,1999-10-23,2000-01-29,62,
3,2000,1999-10-23,2000-01-29,63,
3,2000,1999-10-23,2000-01-29,64,
3,2000,1999-10-23,2000-01-29,65,
3,2000,1999-10-23,2000-01-29,66,
3,2000,1999-10-23,2000-01-29,67,
3,2000,1999-10-23,2000-01-29,68,
3,2000,1999-10-23,2000-01-29,69,
3,2000,1999-10-23,2000-01-29,70,
3,2000,1999-10-23,2000-01-29,71,
3,2000,1999-10-23,2000-01-29,72,
3,2000,1999-10-23,2000-01-29,73,
3,2000,1999-10-23,2000-01-29,74,
3,2000,1999-10-23,2000-01-29,75,
3,2000,1999-10-23,2000-01-29,76,
4,2000,2000-08-12,2000-09-16,1,41.0
4,2000,2000-08-12,2000-09-16,2,23.0
4,2000,2000-08-12,2000-09-16,3,18.0
4,2000,2000-08-12,2000-09-16,4,14.0
4,2000,2000-08-12,2000-09-16,5,2.0
4,2000,2000-08-12,2000-09-16,6,1.0
4,2000,2000-08-12,2000-09-16,7,1.0
4,2000,2000-08-12,2000-09-16,8,1.0
4,2000,2000-08-12,2000-09-16,9,1.0
4,2000,2000-08-12,2000-09-16,10,2.0
4,2000,2000-08-12,2000-09-16,11,2.0
4,2000,2000-08-12,2000-09-16,12,2.0
4,2000,2000-08-12,2000-09-16,13,2.0
4,2000,2000-08-12,2000-09-16,14,2.0
4,2000,2000-08-12,2000-09-16,15,4.0
4,2000,2000-08-12,2000-09-16,16,8.0
4,2000,2000-08-12,2000-09-16,17,11.0
4,2000,2000-08-12,2000-09-16,18,16.0
4,2000,2000-08-12,2000-09-16,19,20.0
4,2000,2000-08-12,2000-09-16,20,25.0
4,2000,2000-08-12,2000-09-16,21,27.0
4,2000,2000-08-12,2000-09-16,22,27.0
4,2000,2000-08-12,2000-09-16,23,29.0
4,2000,2000-08-12,2000-09-16,24,44.0
4,2000,2000-08-12,2000-09-16,25,
4,2000,2000-08-12,2000-09-16,26,
4,2000,2000-08-12,2000-09-16,27,
4,2000,2000-08-12,2000-09-16,28,
4,2000,2000-08-12,2000-09-16,29,
4,2000,2000-08-12,2000-09-16,30,
4,2000,2000-08-12,2000-09-16,31,
4,2000,2000-08-12,2000-09-16,32,
4,2000,2000-08-12,2000-09-16,33,
4,2000,2000-08-12,2000-09-16,34,
4,2000,2000-08-12,2000-09-16,35,
4,2000,2000-08-12,2000-09-16,36,
4,2000,2000-08-12,2000-09-16,37,
4,2000,2000-08-12,2000-09-16,38,
4,2000,2000-08-12,2000-09-16,39,
4,2000,2000-08-12,2000-09-16,40,
4,2000,2000-08-12,2000-09-16,41,
4,2000,2000-08-12,2000-09-16,42,
4,2000,2000-08-12,2000-09-16,43,
4,2000,2000-08-12,2000-09-16,44,
4,2000,2000-08-12,2000-09-16,45,
4,2000,2000-08-12,2000-09-16,46,
4,2000,2000-08-12,2000-09-16,47,
4,2000,2000-08-12,2000-09-16,48,
4,2000,2000-08-12,2000-09-16,49,
4,2000,2000-08-12,2000-09-16,50,
4,2000,2000-08-12,2000-09-16,51,
4,2000,2000-08-12,2000-09-16,52,
4,2000,2000-08-12,2000-09-16,53,
4,2000,2000-08-12,2000-09-16,54,
4,2000,2000-08-12,2000-09-16,55,
4,2000,2000-08-12,2000-09-16,56,
4,2000,2000-08-12,2000-09-16,57,
4,2000,2000-08-12,2000-09-16,58,
4,2000,2000-08-12,2000-09-16,59,
4,2000,2000-08-12,2000-09-16,60,
4,2000,2000-08-12,2000-09-16,61,
4,2000,2000-08-12,2000-09-16,62,
4,2000,2000-08-12,2000-09-16,63,
4,2000,2000-08-12,2000-09-16,64,
4,2000,2000-08-12,2000-09-16,65,
4,2000,2000-08-12,2000-09-16,66,
4,2000,2000-08-12,2000-09-16,67,
4,2000,2000-08-12,2000-09-16,68,
4,2000,2000-08-12,2000-09-16,69,
4,2000,2000-08-12,2000-09-16,70,
4,2000,2000-08-12,2000-09-16,71,
4,2000,2000-08-12,2000-09-16,72,
4,2000,2000-08-12,2000-09-16,73,
4,2000,2000-08-12,2000-09-16,74,
4,2000,2000-08-12,2000-09-16,75,
4,2000,2000-08-12,2000-09-16,76,
5,2000,2000-08-05,2000-10-14,1,57.0
5,2000,2000-08-05,2000-10-14,2,47.0
5,2000,2000-08-05,2000-10-14,3,45.0
5,2000,2000-08-05,2000-10-14,4,29.0
5,2000,2000-08-05,2000-10-14,5,23.0
5,2000,2000-08-05,2000-10-14,6,18.0
5,2000,2000-08-05,2000-10-14,7,11.0
5,2000,2000-08-05,2000-10-14,8,9.0
5,2000,2000-08-05,2000-10-14,9,9.0
5,2000,2000-08-05,2000-10-14,10,11.0
5,2000,2000-08-05,2000-10-14,11,1.0
5,2000,2000-08-05,2000-10-14,12,1.0
5,2000,2000-08-05,2000-10-14,13,1.0
5,2000,2000-08-05,2000-10-14,14,1.0
5,2000,2000-08-05,2000-10-14,15,4.0
5,2000,2000-08-05,2000-10-14,16,8.0
5,2000,2000-08-05,2000-10-14,17,12.0
5,2000,2000-08-05,2000-10-14,18,22.0
5,2000,2000-08-05,2000-10-14,19,23.0
5,2000,2000-08-05,2000-10-14,20,43.0
5,2000,2000-08-05,2000-10-14,21,44.0
5,2000,2000-08-05,2000-10-14,22,
5,2000,2000-08-05,2000-10-14,23,
5,2000,2000-08-05,2000-10-14,24,
5,2000,2000-08-05,2000-10-14,25,
5,2000,2000-08-05,2000-10-14,26,
5,2000,2000-08-05,2000-10-14,27,
5,2000,2000-08-05,2000-10-14,28,
5,2000,2000-08-05,2000-10-14,29,
5,2000,2000-08-05,2000-10-14,30,
5,2000,2000-08-05,2000-10-14,31,
5,2000,2000-08-05,2000-10-14,32,
5,2000,2000-08-05,2000-10-14,33,
5,2000,2000-08-05,2000-10-14,34,
5,2000,2000-08-05,2000-10-14,35,
5,2000,2000-08-05,2000-10-14,36,
5,2000,2000-08-05,2000-10-14,37,
5,2000,2000-08-05,2000-10-14,38,
5,2000,2000-08-05,2000-10-14,39,
5,2000,2000-08-05,2000-10-14,40,
5,2000,2000-08-05,2000-10-14,41,
5,2000,2000-08-05,2000-10-14,42,
5,2000,2000-08-05,2000-10-14,43,
5,2000,2000-08-05,2000-10-14,44,
5,2000,2000-08-05,2000-10-14,45,
5,2000,2000-08-05,2000-10-14,46,
5,2000,2000-08-05,2000-10-14,47,
5,2000,2000-08-05,2000-10-14,48,
5,2000,2000-08-05,2000-10-14,49,
5,2000,2000-08-05,2000-10-14,50,
5,2000,2000-08-05,2000-10-14,51,
5,2000,2000-08-05,2000-10-14,52,
5,2000,2000-08-05,2000-10-14,53,
5,2000,2000-08-05,2000-10-14,54,
5,2000,2000-08-05,2000-10-14,55,
5,2000,2000-08-05,2000-10-14,56,
5,2000,2000-08-05,2000-10-14,57,
5,2000,2000-08-05,2000-10-14,58,
5,2000,2000-08-05,2000-10-14,59,
5,2000,2000-08-05,2000-10-14,60,
5,2000,2000-08-05,2000-10-14,61,
5,2000,2000-08-05,2000-10-14,62,
5,2000,2000-08-05,2000-10-14,63,
5,2000,2000-08-05,2000-10-14,64,
5,2000,2000-08-05,2000-10-14,65,
5,2000,2000-08-05,2000-10-14,66,
5,2000,2000-08-05,2000-10-14,67,
5,2000,2000-08-05,2000-10-14,68,
5,2000,2000-08-05,2000-10-14,69,
5,2000,2000-08-05,2000-10-14,70,
5,2000,2000-08-05,2000-10-14,71,
5,2000,2000-08-05,2000-10-14,72,
5,2000,2000-08-05,2000-10-14,73,
5,2000,2000-08-05,2000-10-14,74,
5,2000,2000-08-05,2000-10-14,75,
5,2000,2000-08-05,2000-10-14,76,
6,2000,2000-06-17,2000-08-26,1,59.0
6,2000,2000-06-17,2000-08-26,2,52.0
6,2000,2000-06-17,2000-08-26,3,43.0
6,2000,2000-06-17,2000-08-26,4,30.0
6,2000,2000-06-17,2000-08-26,5,29.0
6,2000,2000-06-17,2000-08-26,6,22.0
6,2000,2000-06-17,2000-08-26,7,15.0
6,2000,2000-06-17,2000-08-26,8,10.0
6,2000,2000-06-17,2000-08-26,9,10.0
6,2000,2000-06-17,2000-08-26,10,5.0
6,2000,2000-06-17,2000-08-26,11,1.0
6,2000,2000-06-17,2000-08-26,12,1.0
6,2000,2000-06-17,2000-08-26,13,1.0
6,2000,2000-06-17,2000-08-26,14,2.0
6,2000,2000-06-17,2000-08-26,15,2.0
6,2000,2000-06-17,2000-08-26,16,3.0
6,2000,2000-06-17,2000-08-26,17,3.0
6,2000,2000-06-17,2000-08-26,18,7.0
6,2000,2000-06-17,2000-08-26,19,8.0
6,2000,2000-06-17,2000-08-26,20,20.0
6,2000,2000-06-17,2000-08-26,21,25.0
6,2000,2000-06-17,2000-08-26,22,37.0
6,2000,2000-06-17,2000-08-26,23,40.0
6,2000,2000-06-17,2000-08-26,24,41.0
6,2000,2000-06-17,2000-08-26,25,
6,2000,2000-06-17,2000-08-26,26,
6,2000,2000-06-17,2000-08-26,27,
6,2000,2000-06-17,2000-08-26,28,
6,2000,2000-06-17,2000-08-26,29,
6,2000,2000-06-17,2000-08-26,30,
6,2000,2000-06-17,2000-08-26,31,
6,2000,2000-06-17,2000-08-26,32,
6,2000,2000-06-17,2000-08-26,33,
6,2000,2000-06-17,2000-08-26,34,
6,2000,2000-06-17,2000-08-26,35,
6,2000,2000-06-17,2000-08-26,36,
6,2000,2000-06-17,2000-08-26,37,
6,2000,2000-06-17,2000-08-26,38,
6,2000,2000-06-17,2000-08-26,39,
6,2000,2000-06-17,2000-08-26,40,
6,2000,2000-06-17,2000-08-26,41,
6,2000,2000-06-17,2000-08-26,42,
6,2000,2000-06-17,2000-08-26,43,
6,2000,2000-06-17,2000-08-26,44,
6,2000,2000-06-17,2000-08-26,45,
6,2000,2000-06-17,2000-08-26,46,
6,2000,2000-06-17,2000-08-26,47,
6,2000,2000-06-17,2000-08-26,48,
6,2000,2000-06-17,2000-08-26,49,
6,2000,2000-06-17,2000-08-26,50,
6,2000,2000-06-17,2000-08-26,51,
6,2000,2000-06-17,2000-08-26,52,
6,2000,2000-06-17,2000-08-26,53,
6,2000,2000-06-17,2000-08-26,54,
6,2000,2000-06-17,2000-08-26,55,
6,2000,2000-06-17,2000-08-26,56,
6,2000,2000-06-17,2000-08-26,57,
6,2000,2000-06-17,2000-08-26,58,
6,2000,2000-06-17,2000-08-26,59,
6,2000,2000-06-17,2000-08-26,60,
6,2000,2000-06-17,2000-08-26,61,
6,2000,2000-06-17,2000-08-26,62,
6,2000,2000-06-17,2000-08-26,63,
6,2000,2000-06-17,2000-08-26,64,
6,2000,2000-06-17,2000-08-26,65,
6,2000,2000-06-17,2000-08-26,66,
6,2000,2000-06-17,2000-08-26,67,
6,2000,2000-06-17,2000-08-26,68,
6,2000,2000-06-17,2000-08-26,69,
6,2000,2000-06-17,2000-08-26,70,
6,2000,2000-06-17,2000-08-26,71,
6,2000,2000-06-17,2000-08-26,72,
6,2000,2000-06-17,2000-08-26,73,
6,2000,2000-06-17,2000-08-26,74,
6,2000,2000-06-17,2000-08-26,75,
6,2000,2000-06-17,2000-08-26,76,
7,2000,1999-12-25,2000-03-18,1,83.0
7,2000,1999-12-25,2000-03-18,2,83.0
7,2000,1999-12-25,2000-03-18,3,44.0
7,2000,1999-12-25,2000-03-18,4,38.0
7,2000,1999-12-25,2000-03-18,5,16.0
7,2000,1999-12-25,2000-03-18,6,13.0
7,2000,1999-12-25,2000-03-18,7,16.0
7,2000,1999-12-25,2000-03-18,8,16.0
7,2000,1999-12-25,2000-03-18,9,16.0
7,2000,1999-12-25,2000-03-18,10,18.0
7,2000,1999-12-25,2000-03-18,11,17.0
7,2000,1999-12-25,2000-03-18,12,14.0
7,2000,1999-12-25,2000-03-18,13,1.0
7,2000,1999-12-25,2000-03-18,14,1.0
7,2000,1999-12-25,2000-03-18,15,1.0
7,2000,1999-12-25,2000-03-18,16,2.0
7,2000,1999-12-25,2000-03-18,17,2.0
7,2000,1999-12-25,2000-03-18,18,3.0
7,2000,1999-12-25,2000-03-18,19,5.0
7,2000,1999-12-25,2000-03-18,20,5.0
7,2000,1999-12-25,2000-03-18,21,5.0
7,2000,1999-12-25,2000-03-18,22,7.0
7,2000,1999-12-25,2000-03-18,23,10.0
7,2000,1999-12-25,2000-03-18,24,13.0
7,2000,1999-12-25,2000-03-18,25,14.0
7,2000,1999-12-25,2000-03-18,26,18.0
7,2000,1999-12-25,2000-03-18,27,23.0
7,2000,1999-12-25,2000-03-18,28,23.0
7,2000,1999-12-25,2000-03-18,29,34.0
7,2000,1999-12-25,2000-03-18,30,37.0
7,2000,1999-12-25,2000-03-18,31,43.0
7,2000,1999-12-25,2000-03-18,32,47.0
7,2000,1999-12-25,2000-03-18,33,
7,2000,1999-12-25,2000-03-18,34,
7,2000,1999-12-25,2000-03-18,35,
7,2000,1999-12-25,2000-03-18,36,
7,2000,1999-12-25,2000-03-18,37,
7,2000,1999-12-25,2000-03-18,38,
7,2000,1999-12-25,2000-03-18,39,
7,2000,1999-12-25,2000-03-18,40,
7,2000,1999-12-25,2000-03-18,41,
7,2000,1999-12-25,2000-03-18,42,
7,2000,1999-12-25,2000-03-18,43,
7,2000,1999-12-25,2000-03-18,44,
7,2000,1999-12-25,2000-03-18,45,
7,2000,1999-12-25,2000-03-18,46,
7,2000,1999-12-25,2000-03-18,47,
7,2000,1999-12-25,2000-03-18,48,
7,2000,1999-12-25,2000-03-18,49,
7,2000,1999-12-25,2000-03-18,50,
7,2000,1999-12-25,2000-03-18,51,
7,2000,1999-12-25,2000-03-18,52,
7,2000,1999-12-25,2000-03-18,53,
7,2000,1999-12-25,2000-03-18,54,
7,2000,1999-12-25,2000-03-18,55,
7,2000,1999-12-25,2000-03-18,56,
7,2000,1999-12-25,2000-03-18,57,
7,2000,1999-12-25,2000-03-18,58,
7,2000,1999-12-25,2000-03-18,59,
7,2000,1999-12-25,2000-03-18,60,
7,2000,1999-12-25,2000-03-18,61,
7,2000,1999-12-25,2000-03-18,62,
7,2000,1999-12-25,2000-03-18,63,
7,2000,1999-12-25,2000-03-18,64,
7,2000,1999-12-25,2000-03-18,65,
7,2000,1999-12-25,2000-03-18,66,
7,2000,1999-12-25,2000-03-18,67,
7,2000,1999-12-25,2000-03-18,68,
7,2000,1999-12-25,2000-03-18,69,
7,2000,1999-12-25,2000-03-18,70,
7,2000,1999-12-25,2000-03-18,71,
7,2000,1999-12-25,2000-03-18,72,
7,2000,1999-12-25,2000-03-18,73,
7,2000,1999-12-25,2000-03-18,74,
7,2000,1999-12-25,2000-03-18,75,
7,2000,1999-12-25,2000-03-18,76,
8,2000,2000-04-01,2000-06-24,1,63.0
8,2000,2000-04-01,2000-06-24,2,45.0
8,2000,2000-04-01,2000-06-24,3,34.0
8,2000,2000-04-01,2000-06-24,4,23.0
8,2000,2000-04-01,2000-06-24,5,17.0
8,2000,2000-04-01,2000-06-24,6,12.0
8,2000,2000-04-01,2000-06-24,7,9.0
8,2000,2000-04-01,2000-06-24,8,8.0
8,2000,2000-04-01,2000-06-24,9,8.0
8,2000,2000-04-01,2000-06-24,10,6.0
8,2000,2000-04-01,2000-06-24,11,5.0
8,2000,2000-04-01,2000-06-24,12,4.0
8,2000,2000-04-01,2000-06-24,13,1.0
8,2000,2000-04-01,2000-06-24,14,1.0
8,2000,2000-04-01,2000-06-24,15,1.0
8,2000,2000-04-01,2000-06-24,16,3.0
8,2000,2000-04-01,2000-06-24,17,11.0
8,2000,2000-04-01,2000-06-24,18,14.0
8,2000,2000-04-01,2000-06-24,19,24.0
8,2000,2000-04-01,2000-06-24,20,28.0
8,2000,2000-04-01,2000-06-24,21,
8,2000,2000-04-01,2000-06-24,22,
8,2000,2000-04-01,2000-06-24,23,
8,2000,2000-04-01,2000-06-24,24,
8,2000,2000-04-01,2000-06-24,25,
8,2000,2000-04-01,2000-06-24,26,
8,2000,2000-04-01,2000-06-24,27,
8,2000,2000-04-01,2000-06-24,28,
8,2000,2000-04-01,2000-06-24,29,
8,2000,2000-04-01,2000-06-24,30,
8,2000,2000-04-01,2000-06-24,31,
8,2000,2000-04-01,2000-06-24,32,
8,2000,2000-04-01,2000-06-24,33,
8,2000,2000-04-01,2000-06-24,34,
8,2000,2000-04-01,2000-06-24,35,
8,2000,2000-04-01,2000-06-24,36,
8,2000,2000-04-01,2000-06-24,37,
8,2000,2000-04-01,2000-06-24,38,
8,2000,2000-04-01,2000-06-24,39,
8,2000,2000-04-01,2000-06-24,40,
8,2000,2000-04-01,2000-06-24,41,
8,2000,2000-04-01,2000-06-24,42,
8,2000,2000-04-01,2000-06-24,43,
8,2000,2000-04-01,2000-06-24,44,
8,2000,2000-04-01,2000-06-24,45,
8,2000,2000-04-01,2000-06-24,46,
8,2000,2000-04-01,2000-06-24,47,
8,2000,2000-04-01,2000-06-24,48,
8,2000,2000-04-01,2000-06-24,49,
8,2000,2000-04-01,2000-06-24,50,
8,2000,2000-04-01,2000-06-24,51,
8,2000,2000-04-01,2000-06-24,52,
8,2000,2000-04-01,2000-06-24,53,
8,2000,2000-04-01,2000-06-24,54,
8,2000,2000-04-01,2000-06-24,55,
8,2000,2000-04-01,2000-06-24,56,
8,2000,2000-04-01,2000-06-24,57,
8,2000,2000-04-01,2000-06-24,58,
8,2000,2000-04-01,2000-06-24,59,
8,2000,2000-04-01,2000-06-24,60,
8,2000,2000-04-01,2000-06-24,61,
8,2000,2000-04-01,2000-06-24,62,
8,2000,2000-04-01,2000-06-24,63,
8,2000,2000-04-01,2000-06-24,64,
8,2000,2000-04-01,2000-06-24,65,
8,2000,2000-04-01,2000-06-24,66,
8,2000,2000-04-01,2000-06-24,67,
8,2000,2000-04-01,2000-06-24,68,
8,2000,2000-04-01,2000-06-24,69,
8,2000,2000-04-01,2000-06-24,70,
8,2000,2000-04-01,2000-06-24,71,
8,2000,2000-04-01,2000-06-24,72,
8,2000,2000-04-01,2000-06-24,73,
8,2000,2000-04-01,2000-06-24,74,
